1	200	40.7034
1	600	40.2561
1	1200	39.8483
1	1600	39.487
1	2200	39.1748
1	2600	38.9099
1	3200	38.6847
1	3600	38.4867
1	4200	38.2986
1	4600	38.0997
1	5200	37.8675
1	5600	37.5799
1	6200	37.2174
1	6600	36.7652
1	7200	36.2149
1	7600	35.5662
1	8200	34.827
1	8600	34.0132
1	9200	33.1476
1	9600	32.2582
1	10200	31.376
1	10600	30.532
1	11200	29.7557
1	11600	29.0724
1	12200	28.5019
1	12600	28.0575
1	13200	27.7458
1	13600	27.5667
1	14200	27.514
1	14600	27.5768
1	15200	27.7399
1	15600	27.986
1	16200	28.296
1	16600	28.6508
1	17200	29.032
1	17600	29.4228
1	18200	29.8088
1	18600	30.1783
1	19200	30.5227
1	19600	30.8362
1	20200	31.1164
1	20600	31.3633
1	21200	31.5793
1	21600	31.7688
1	22200	31.9375
1	22600	32.0923
1	23200	32.2402
1	23600	32.3886
1	24200	32.5442
1	24600	32.7132
1	25200	32.9006
1	25600	33.1103
1	26200	33.3445
1	26600	33.6038
1	27200	33.8872
1	27600	34.1921
1	28200	34.5143
1	28600	34.8488
1	29200	35.1894
1	29600	35.5295
1	30200	35.8625
1	30600	36.1818
1	31200	36.4815
1	31600	36.7566
1	32200	37.0028
1	32600	37.2171
1	33200	37.3976
1	33600	37.5432
1	34200	37.6541
1	34600	37.731
1	35200	37.775
1	35600	37.7877
1	36200	37.771
1	36600	37.7266
1	37200	37.6561
1	37600	37.561
1	38200	37.4426
1	38600	37.3021
1	39200	37.141
1	39600	36.9605
1	40200	36.7627
1	40600	36.5499
1	41200	36.325
1	41600	36.0914
1	42200	35.8535
1	42600	35.6157
1	43200	35.3828
1	43600	35.1598
1	44200	34.9512
1	44600	34.761
1	45200	34.5928
1	45600	34.4489
1	46200	34.3309
1	46600	34.2395
1	47200	34.1744
1	47600	34.1347
1	48200	34.1188
1	48600	34.1247
1	49200	34.1502
1	49600	34.1927
1	50200	34.2493
1	50600	34.317
1	51200	34.3926
1	51600	34.4727
1	52200	34.5537
1	52600	34.6318
1	53200	34.7035
1	53600	34.7652
1	54200	34.8139
1	54600	34.8469
1	55200	34.8622
1	55600	34.8584
1	56200	34.8352
1	56600	34.7928
1	57200	34.7321
1	57600	34.6549
1	58200	34.5632
1	58600	34.4596
1	59200	34.3471
1	59600	34.2285
1	60200	34.107
1	60600	33.9855
1	61200	33.867
1	61600	33.7541
1	62200	33.6493
1	62600	33.5547
1	63200	33.4717
1	63600	33.4018
1	64200	33.3455
1	64600	33.3031
1	65200	33.2748
1	65600	33.2601
1	66200	33.2589
1	66600	33.2709
1	67200	33.2965
1	67600	33.3362
1	68200	33.3915
1	68600	33.4643
1	69200	33.5572
1	69600	33.6731
1	70200	33.8152
1	70600	33.9863
1	71200	34.1888
1	71600	34.4242
1	72200	34.6928
1	72600	34.9934
1	72800	34.9934
1	73200	35.3233
1	73800	35.678
1	74200	36.0517
1	74800	36.4372
1	75200	36.8264
1	75800	37.2102
1	76200	37.5796
1	76800	37.9254
1	77200	38.2387
1	77800	38.5115
1	78200	38.7366
1	78800	38.9078
1	79200	39.0207
1	79800	39.0721
1	80200	39.0604
1	80800	38.9858
1	81200	38.8503
1	81800	38.6573
1	82200	38.4119
1	82800	38.1203
1	83200	37.7897
1	83800	37.4282
1	84200	37.0441
1	84800	36.6458
1	85200	36.2417
1	85800	35.8397
1	86200	35.4471
1	86800	35.0705
1	87200	34.7159
1	87800	34.3886
1	88200	34.0928
1	88800	33.8321
1	89200	33.6092
1	89800	33.426
1	90200	33.2831
1	90800	33.1801
1	91200	33.1154
1	91800	33.0863
1	92200	33.0885
1	92800	33.1169
1	93200	33.1649
1	93800	33.2253
1	94200	33.2906
1	94800	33.3528
1	95200	33.4046
1	95800	33.4394
1	96200	33.4521
1	96800	33.4391
1	97200	33.3991
1	97800	33.3325
1	98200	33.242
1	98800	33.132
1	99200	33.0083
1	99800	32.8778
1	100200	32.7474
1	100800	32.6242
1	101200	32.5144
1	101800	32.4234
1	102200	32.3553
1	102800	32.3129
1	103200	32.2976
1	103800	32.31
1	104200	32.3495
1	104800	32.4147
1	105200	32.504
1	105800	32.6148
1	106200	32.7446
1	106800	32.89
1	107200	33.0475
1	107800	33.2128
1	108200	33.381
1	108800	33.5465
1	109200	33.7032
1	109800	33.8444
1	110200	33.9633
1	110800	34.053
1	111200	34.1072
