CellNum	Stage	Mother/daughter	mtDNA rep observed	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	1.044	43.711	12.058	21	89	7.678	4.462	7.677	4.468	45.648	42	8917
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	0.128	98.76	36.235	57	194	8.135	3.765	8.136	3.76	12.639	89	2469
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	0.128	32.6	10.444	21	66	8.207	3.622	8.203	3.624	4.172	30	815
148	S	M	1	Control_060818	2	1	0	cell	DAPI	26	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	17.789	60.217	47.611	8	255	47.779	64.188	47.73	63.928	1071.221	46	209255
				Control_060818	2	1	0	cell	EdU	27	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	17.789	27.154	11.718	8	80	47.779	64.188	47.833	64.109	483.049	26	94360
				Control_060818	2	1	0	nuclei	DAPI	28	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	1.52	172.572	49.269	46	255	47.992	63.187	47.971	63.19	262.38	177	51254
				Control_060818	2	1	0	nuclei	EdU	29	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	1.52	39.269	11.164	15	80	47.992	63.187	48.014	63.182	59.705	38	11663
				Control_060818	2	1	0	cytoplasm	DAPI	30	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	0.701	51.438	19.075	17	106	48.508	64.674	48.491	64.663	36.075	51	7047
				Control_060818	2	1	0	cytoplasm	EdU	31	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	0.701	33.051	9.048	17	66	48.508	64.674	48.491	64.668	23.18	32	4528
149	G1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	15.061	81.529	49.77	8	255	43.476	41.598	43.31	41.802	1227.89	73	239859
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	15.061	28.843	11.585	8	88	43.476	41.598	43.426	41.593	434.391	28	84855
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	1.433	169.946	41.87	73	255	43.039	42.472	43.04	42.459	243.598	170	47585
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	1.433	38.704	10.824	18	74	43.039	42.472	43.043	42.456	55.477	38	10837
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	0.21	81.805	32.098	27	157	44.445	42.485	44.437	42.477	17.17	73	3354
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	0.21	29.683	9.464	16	67	44.445	42.485	44.442	42.469	6.23	28	1217
150	G1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	10.602	120.657	80.914	7	255	19.877	55.798	19.821	55.963	1279.185	101	227922
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	10.602	31.616	13.387	9	90	19.877	55.424	19.863	55.499	335.183	30	59722
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.055	251.973	15.246	114	255	20.153	56.085	20.146	56.087	265.864	255	47371
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.055	45.005	12.601	20	90	20.153	55.785	20.14	55.777	47.486	44	8461
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.23	102.244	35.199	44	210	19.428	55.007	19.442	55.015	23.527	103	4192
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.23	35.293	10.316	17	61	19.428	54.708	19.431	54.707	8.121	36	1447
151	T	M	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	8.52	139.202	74.115	8	255	17.961	46.272	17.752	46.395	1185.946	121	211309
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	8.52	33.154	12.123	9	96	17.961	45.897	17.903	45.936	282.46	32	50328
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.454	251.274	15.084	145	255	17.287	46.866	17.289	46.868	365.254	255	65080
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.454	41.49	12.834	18	96	17.362	46.416	17.381	46.42	60.311	40	10746
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.348	110.065	29.26	50	165	18.984	46.862	18.977	46.857	38.299	107	6824
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.348	35.806	10.397	17	68	18.984	46.413	18.974	46.414	12.459	36	2220
151	T	D	1	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	5.624	146.178	73.204	13	255	14.235	45.378	14.026	45.29	822.045	128	146470
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	5.624	35.719	12.952	9	88	14.31	45.003	14.225	44.943	200.867	34	35790
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.403	244.448	24.352	133	255	13.673	45.197	13.666	45.194	342.984	255	61112
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.403	44.728	12.319	21	88	13.748	44.748	13.756	44.742	62.758	43	11182
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.309	106.745	30.816	52	197	14.988	44.975	14.973	44.969	32.95	107	5871
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.309	33.091	9.093	16	56	14.988	44.6	14.981	44.589	10.215	32	1820
152	A	M	1	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	11.494	124.791	75.413	8	255	10.06	38.8	10.061	38.975	1434.367	117	255572
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	11.494	30.911	12.639	9	85	10.06	38.5	10.142	38.498	355.292	30	63305
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.504	235.351	41.857	59	255	9.918	39.967	9.906	39.95	353.995	255	63074
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.504	36.705	11.768	10	81	9.918	39.667	9.896	39.614	55.209	36	9837
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.264	125.957	32.065	57	183	10.934	39.096	10.936	39.093	33.225	130	5920
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.264	39.511	10.607	20	63	10.934	38.796	10.93	38.782	10.422	38	1857
152	A	D	1	Control_060818	2	1	0	cell	DAPI	26	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	6.342	140.841	82.238	8	255	6.797	39.55	6.791	39.554	893.21	129	159150
				Control_060818	2	1	0	cell	EdU	27	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	6.342	31.684	12.929	9	101	6.797	39.25	6.808	39.21	200.94	30	35803
				Control_060818	2	1	0	nuclei	DAPI	28	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.28	245.013	22.693	153	255	7.035	39.297	7.03	39.303	313.524	255	55863
				Control_060818	2	1	0	nuclei	EdU	29	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.28	41.189	12.099	14	101	7.035	38.998	7.038	38.993	52.706	40	9391
				Control_060818	2	1	0	cytoplasm	DAPI	30	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.163	121.621	35.422	70	201	6.364	40.316	6.359	40.298	19.795	113	3527
				Control_060818	2	1	0	cytoplasm	EdU	31	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.163	29.759	7.249	17	45	6.364	40.017	6.373	40.018	4.843	29	863
153	G1	M	0	Control_060818	2	1	0	cell	DAPI	32	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	10.338	120.169	78.271	8	255	6.101	44.45	6.016	44.382	1242.311	110	221352
				Control_060818	2	1	0	cell	EdU	33	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	10.338	27.219	11.865	8	81	6.101	44.075	6.139	44.007	281.388	26	50137
				Control_060818	2	1	0	nuclei	DAPI	34	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.745	228.199	42.522	79	255	5.298	44.402	5.298	44.386	398.311	255	70970
				Control_060818	2	1	0	nuclei	EdU	35	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.745	33.469	11.969	11	81	5.298	44.028	5.358	44.006	58.419	32	10409
				Control_060818	2	1	0	cytoplasm	DAPI	36	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.398	117.803	31.606	45	216	6.454	45.374	6.449	45.362	46.942	122	8364
				Control_060818	2	1	0	cytoplasm	EdU	37	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.398	29.423	8.565	14	51	6.379	45	6.396	44.987	11.724	29	2089
154	G1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	14.626	106.889	72.683	8	255	38.108	36.589	37.978	36.798	1563.34	95	278552
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	14.626	26.635	11.536	8	81	38.108	36.214	38.054	36.273	389.555	25	69410
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.19	239.632	26.614	149	255	37.42	37.565	37.412	37.564	285.12	255	50802
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.19	37.377	11.709	14	76	37.42	37.266	37.438	37.253	44.472	37	7924
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.32	117.93	30.367	63	212	37.686	36	37.684	36.012	37.726	115	6722
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.32	34.105	9.422	18	54	37.686	35.625	37.672	35.622	10.91	30	1944
155	G1	M	0	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	11.146	116.145	75.086	8	255	48.191	36.012	48.199	35.835	1294.574	100	230664
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	11.146	28.354	11.843	8	86	48.266	35.637	48.228	35.586	316.039	27	56311
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.504	248.843	18.427	134	255	48.153	35.378	48.15	35.38	374.29	255	66690
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.504	39.597	11.549	17	86	48.153	35.078	48.124	35.087	59.559	37	10612
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.247	123.386	30.857	70	190	48.74	36.664	48.725	36.667	30.47	118	5429
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.247	31.977	8.93	15	56	48.814	36.365	48.814	36.368	7.897	32	1407
156	A	M	0	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	11.646	107.749	78.246	8	255	48.048	24.654	48.147	24.698	1254.816	87	223580
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	11.646	20.907	8.707	8	65	48.048	24.654	48.075	24.522	243.476	20	43382
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.577	249.594	19.156	119	255	48.649	24.667	48.641	24.663	393.63	255	70136
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.577	26.335	8.799	9	61	48.649	24.667	48.639	24.625	41.532	25	7400
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.5	87.596	24.628	31	155	48.442	25.934	48.44	25.919	43.754	88	7796
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.5	18.921	5.715	9	39	48.442	25.934	48.44	25.917	9.451	18	1684
156	A	D	1	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	7.768	124.543	73.394	8	255	45.559	22.125	45.487	22.123	967.395	113	172368
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	7.768	23.389	9.18	8	70	45.634	21.825	45.622	21.804	181.673	22	32370
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.28	232.671	30.647	136	255	45.058	21.757	45.06	21.753	297.731	252	53049
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.28	28.316	8.712	13	70	45.058	21.457	45.075	21.45	36.234	28	6456
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.303	105.056	27.528	48	194	46.356	22.157	46.337	22.154	31.839	101	5673
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.303	24.407	8.738	10	50	46.356	21.857	46.349	21.853	7.397	25	1318
157	G1	M	1	Control_060818	2	1	0	cell	DAPI	26	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	11.943	117.682	77.39	8	255	61.453	21.937	61.567	22.07	1405.491	101	250427
				Control_060818	2	1	0	cell	EdU	27	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	11.943	27.409	11.871	8	93	61.453	21.562	61.489	21.654	327.353	26	58327
				Control_060818	2	1	0	nuclei	DAPI	28	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.583	245.734	21.52	134	255	61.579	22.567	61.58	22.566	388.921	255	69297
				Control_060818	2	1	0	nuclei	EdU	29	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.583	39.422	11.645	14	93	61.579	22.268	61.594	22.257	62.393	38	11117
				Control_060818	2	1	0	cytoplasm	DAPI	30	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.365	107.415	30.271	37	194	60.533	22.163	60.544	22.167	39.186	104	6982
				Control_060818	2	1	0	cytoplasm	EdU	31	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.365	33.523	10.287	16	56	60.533	21.863	60.541	21.859	12.229	31	2179
158	G1	M	1	Control_060818	2	1	0	cell	DAPI	32	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	12.235	120.362	73.102	8	255	56.087	25.958	56.072	25.834	1472.627	104	262389
				Control_060818	2	1	0	cell	EdU	33	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	12.235	28.796	11.683	8	90	56.012	25.583	55.995	25.547	352.317	28	62775
				Control_060818	2	1	0	nuclei	DAPI	34	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	1.442	249.506	16.841	134	255	56.494	25.541	56.491	25.536	359.883	255	64123
				Control_060818	2	1	0	nuclei	EdU	35	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	1.442	39.07	11.567	13	90	56.494	25.167	56.485	25.156	56.354	38	10041
				Control_060818	2	1	0	cytoplasm	DAPI	36	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:1	0.163	96.897	29.56	42	167	57.41	26.565	57.385	26.552	15.771	101	2810
				Control_060818	2	1	0	cytoplasm	EdU	37	MAX_Control no EdU.lif - Series018_w_nums_fluor.jpg:2	0.163	26.138	7.09	12	38	57.41	26.191	57.405	26.19	4.254	29	758
159	eG1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	13.657	120.179	70.149	8	255	14.872	21.667	14.614	21.652	1641.231	109	313187
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	13.657	35.359	14.894	9	96	14.872	21.16	14.803	21.223	482.878	35	92145
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.504	243.819	25.776	76	255	13.698	21.504	13.703	21.502	366.704	255	69976
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.504	50.024	13.551	21	96	13.77	21.142	13.795	21.147	75.237	49	14357
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.173	134.788	34.722	63	227	14.503	20.584	14.494	20.591	23.309	134	4448
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.173	43.152	12.319	26	76	14.503	20.222	14.511	20.237	7.462	43	1424
159	eG1	D	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	7.337	156.118	73.17	11	255	10.321	20.524	10.287	20.645	1145.372	145	218565
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	7.337	38.724	14.371	9	97	10.465	20.09	10.459	20.184	284.099	37	54213
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.268	249.55	15.205	150	255	10.095	20.996	10.099	21.003	316.474	255	60391
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.268	49.847	13.154	20	91	10.095	20.634	10.113	20.616	63.215	49	12063
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.068	107.846	27.027	50	152	11.357	21.508	11.351	21.505	7.347	110	1402
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.068	39.308	9.286	22	52	11.357	21.219	11.364	21.222	2.678	41	511
160	G1	M	0	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	13.887	137.171	76.014	8	255	44.925	6.135	44.995	6.17	1904.914	131	363504
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	13.887	31.628	13.528	8	79	44.925	6.135	45.041	5.986	439.221	31	83814
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.714	246.976	18.8	161	255	44.839	6.114	44.83	6.112	423.222	255	80761
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.714	40.954	11.341	18	78	44.839	6.114	44.869	6.097	70.18	39	13392
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.199	115.053	26.048	52	172	45.073	7.626	45.068	7.623	22.911	114	4372
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.199	25.105	10.462	9	50	45.073	7.626	45.053	7.608	4.999	22	954
161	G1	M	0	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	10.135	122.395	74.453	8	255	48.676	4.405	48.632	4.49	1240.47	110	236712
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	10.135	25.977	11.411	8	76	48.676	4.188	48.671	4.143	263.279	24	50240
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.404	248.537	17.045	162	255	48.448	5.061	48.444	5.064	349.054	255	66608
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.404	34.705	10.515	12	66	48.448	4.844	48.464	4.83	48.741	34	9301
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.22	128.738	30.105	74	218	48.128	3.688	48.128	3.685	28.335	129	5407
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.22	29.738	8.881	13	54	48.128	3.471	48.13	3.472	6.545	30	1249
162	G1	M	1	Control_060818	2	1	0	cell	DAPI	26	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	14.469	132.95	76.667	8	255	56.658	19.396	56.528	19.473	1923.632	123	367076
				Control_060818	2	1	0	cell	EdU	27	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	14.469	30.346	12.821	8	85	56.658	19.106	56.563	19.139	439.074	29	83786
				Control_060818	2	1	0	nuclei	DAPI	28	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.729	251.045	11.258	171	255	56.362	19.627	56.359	19.629	434.143	255	82845
				Control_060818	2	1	0	nuclei	EdU	29	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.729	41.452	11.157	13	85	56.362	19.265	56.353	19.266	71.684	41	13679
				Control_060818	2	1	0	cytoplasm	DAPI	30	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.252	118.917	28.801	74	196	55.932	18.313	55.943	18.313	29.912	114	5708
				Control_060818	2	1	0	cytoplasm	EdU	31	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.252	28.062	8.479	14	58	55.932	18.024	55.925	18.03	7.059	27	1347
163	G1	M	0	Control_060818	2	1	0	cell	DAPI	32	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	11.702	138.911	73.35	8	255	60.124	21.779	60.143	21.579	1625.521	128	310189
				Control_060818	2	1	0	cell	EdU	33	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	11.702	29.715	11.005	8	77	60.197	21.272	60.179	21.276	347.718	29	66353
				Control_060818	2	1	0	nuclei	DAPI	34	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.148	250.347	13.519	177	255	60.398	21.069	60.399	21.07	287.311	255	54826
				Control_060818	2	1	0	nuclei	EdU	35	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.148	35.292	10.623	14	62	60.398	20.707	60.397	20.728	40.503	35	7729
				Control_060818	2	1	0	cytoplasm	DAPI	36	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.32	113.574	25.626	47	167	59.723	23.01	59.719	23.008	36.306	115	6928
				Control_060818	2	1	0	cytoplasm	EdU	37	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.32	31.967	9.229	17	64	59.723	22.721	59.733	22.715	10.219	31	1950
164	T	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	12.336	145.314	71.732	8	255	25.053	50.024	24.988	49.926	1792.58	133	342068
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	12.336	33.245	13.282	9	92	24.981	49.734	24.996	49.647	410.11	32	78259
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.546	248.407	22.708	102	255	24.312	49.121	24.317	49.133	384.018	255	73280
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.546	45.61	13.836	15	92	24.312	48.831	24.346	48.841	70.51	45	13455
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.398	124.145	32.007	62	201	24.244	50.918	24.233	50.908	49.443	120	9435
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	0.398	33.355	12.35	11	72	24.244	50.629	24.252	50.62	13.284	32	2535
164	T	M	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	8.159	145.749	79.887	8	255	26.468	46.406	26.5	46.525	1189.214	137	226931
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	8.159	29.766	12.782	8	89	26.468	46.189	26.5	46.179	242.872	28	46346
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	1.284	253.604	5.936	211	255	26.72	46.779	26.719	46.779	325.603	255	62133
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:2	1.284	40.159	12.092	12	79	26.72	46.489	26.729	46.468	51.56	39	9839
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series016_w_nums_fluor.jpg:1	0.178	143.471	37.136	83	233	25.507	46.798	25.523	46.8	25.563	145	4878
