76	40	68	52	76	68
80	36	48	116	80	48
64	88	96	80	64	96
52	76	64	72	52	64
28	48	124	48	28	124
40	60	52	68	40	52
44	52	76	52	44	76
56	68	68	60	56	68
56	48	24	32	56	24
64	32	80	68	64	80
36	48	60	52	36	60
36	44	76	72	36	76
64	64	52	96	64	52
60	36	200	68	60	200
48	48	64	116	48	64
56	44	56	84	56	56
200	40	64	72	200	64
68	52	52	68	68	52
20	60	36	60	20	36
60	60	44	68	60	44
68	28	48	56	68	48
60	60	200	44	60	200
48	68	92	40	48	92
40	92	200	72	40	200
20	32	64	56	20	64
36	84	200	40	36	200
56	44	52	60	56	52
56	80	64	68	56	64
44	64	56	64	44	56
44	52	48	64	44	48
64	32	88	88	64	88
48	80	72	52	48	72
56	32	60	48	56	60
52	64	60	56	52	60
60	64	64	76	60	64
60	72	60	76	60	60
56	48	80	52	56	80
48	64	64	48	48	64
44	84	60	200	44	60
32	64	36	56	32	36
80	52	112	56	80	112
120	36	80	64	120	80
84	56	76	40	84	76
52	64	36	40	52	36
60	44	200	72	60	200
88	72	28	44	88	28
64	72	56	60	64	56
36	44	120	96	36	120
80	52	92	72	80	92
68	52	92	64	68	92
68	60	44	88	68	44
44	48	64	52	44	64
84	64	60	108	84	60
52	56	88	52	52	88
52	64	76	68	52	76
60	100	104	132	60	104
36	92	200	52	36	200
56	60	76	200	56	76
64	68	60	36	64	60
64	44	96	68	64	96
40	44	68	200	40	68
56	80	60	68	56	60
40	44	36	60	40	36
52	76	60	68	52	60
56	60	40	84	56	40
44	48	40	64	44	40
44	32	64	124	44	64
40	56	52	56	40	52
60	80	52	112	60	52
40	36	200	56	40	200
64	60	156	88	64	156
48	68	72	72	48	72
40	52	48	60	40	48
60	48	80	60	60	80
48	12	52	76	48	52
56	40	92	200	56	92
68	76	104	56	68	104
64	52	76	84	64	76
52	44	72	64	52	72
68	52	100	108	68	100
200	56	60	80	200	60
48	44	64	88	48	64
48	40	132	96	48	132
32	44	64	48	32	64
24	80	52	76	24	52
52	48	48	56	52	48
16	64	56	68	16	56
24	44	200	64	24	200
84	132	72	44	84	72
96	80	56	48	96	56
52	60	96	80	52	96
32	60	60	72	32	60
52	68	16	56	52	16
52	52	84	92	52	84
44	44	56	72	44	56
52	64	84	80	52	84
68	72	64	60	68	64
60	48	44	96	60	44
64	48	68	44	64	68
48	40	200	44	48	200
60	32	20	68	60	20
52	52	60	68	52	60
64	64	64	72	64	64
32	48	108	100	32	108
68	64	36	44	68	36
36	52	52	112	36	52
40	48	56	56	40	56
44	32	92	36	44	92
68	28	52	72	68	52
48	132	100	76	48	100
	44	200	200	40	200
	60	28	76	36	28
	52	44	84	88	44
	64	84	84	76	84
	64	80	56	48	80
	40	52	56	60	52
	72	84	60	52	84
	28	36	68	68	36
	80	56	72	48	56
	112	32	56	32	32
	48	36	56	48	36
	32	60	72	44	60
	132	104	88	64	104
	80	72	64	36	72
	76	56	40	48	56
	52	44	88	44	44
	88	68	48	40	68
	48	88	80	52	88
	64	56	76	60	56
	36	48	56	60	48
	68	88	116	28	88
	48	60	28	60	60
	52	84	200	68	84
	56	44	56	92	44
	56	48		32	48
	36	100		84	100
		48		44	48
		52		80	52
		92		64	92
		68		52	68
		84		32	84
		60		80	60
		72		32	72
		60		64	60
		68		64	68
		200		72	200
		40		48	40
		36		64	36
		68		84	68
		60		64	60
		100		52	100
		68		36	68
		40		56	40
		60		64	60
				44	52
				72	116
				72	80
				44	72
				52	48
				52	68
				60	52
				48	60
				64	32
				56	68
				64	52
				100	72
				92	96
				60	68
				68	116
				44	84
				44	72
				80	68
				44	60
				76	68
				60	56
				48	44
				32	40
				56	72
				80	56
				36	40
				60	60
				68	68
				52	64
				48	64
				12	88
				40	52
				76	48
				52	56
				44	76
				52	76
				56	52
				44	48
				40	200
				44	56
				80	56
				48	64
				64	40
				44	40
				132	72
				80	44
				60	60
				60	96
				68	72
				52	64
				44	88
				64	52
				72	108
				48	52
				48	68
				40	132
				32	52
				52	200
				64	36
				48	68
				64	200
				52	68
				48	60
				32	68
				28	84
				132	64
				44	124
				60	56
				52	112
				64	56
				64	88
				40	72
				72	60
				28	60
				80	76
				112	200
				48	56
				32	84
				132	64
				80	108
				76	80
				52	88
				88	96
				48	48
				64	76
				36	56
				68	68
				48	64
				52	44
				56	48
				56	80
				36	72
					56
					92
					72
					80
					60
					96
					44
					44
					68
					68
					72
					100
					44
					112
					56
					36
					72
					76
					200
					76
					84
					84
					56
					56
					60
					68
					72
					56
					56
					72
					88
					64
					40
					88
					48
					80
					76
					56
					116
					28
					200
					56
