"Bin Center"	"wt (n=140)"	"wt +HU (n=124)"	"rad9d (n=160)"	"rad9d +HU (n=170)"
716	100.00000000000000	74.19354838709680	99.375	94.11764705882350
720	100.00000000000000	74.19354838709680	99.375	94.11764705882350
724	100.00000000000000	74.19354838709680	99.375	94.11764705882350
728	100.00000000000000	74.19354838709680	99.375	94.11764705882350
732	100.00000000000000	74.19354838709680	99.375	94.11764705882350
736	100.00000000000000	74.19354838709680	99.375	94.11764705882350
740	100.00000000000000	74.19354838709680	99.375	94.11764705882350
744	100.00000000000000	74.19354838709680	99.375	94.11764705882350
748	100.00000000000000	74.19354838709680	99.375	94.11764705882350
752	100.00000000000000	74.19354838709680	99.375	94.11764705882350
756	100.00000000000000	74.19354838709680	99.375	94.11764705882350
760	100.00000000000000	74.19354838709680	99.375	94.11764705882350
764	100.00000000000000	74.19354838709680	99.375	94.11764705882350
768	100.00000000000000	74.19354838709680	99.375	94.11764705882350
772	100.00000000000000	74.19354838709680	99.375	94.11764705882350
776	100.00000000000000	74.19354838709680	99.375	94.11764705882350
780	100.00000000000000	74.19354838709680	99.375	94.11764705882350
784	100.00000000000000	74.19354838709680	99.375	94.11764705882350
788	100.00000000000000	74.19354838709680	99.375	94.11764705882350
792	100.00000000000000	74.19354838709680	99.375	94.11764705882350
796	100.00000000000000	74.19354838709680	99.375	94.11764705882350
800	100.00000000000000	74.19354838709680	99.375	94.11764705882350
804	100.00000000000000	74.19354838709680	99.375	94.11764705882350
808	100.00000000000000	74.19354838709680	99.375	94.11764705882350
812	100.00000000000000	74.19354838709680	99.375	94.11764705882350
816	100.00000000000000	74.19354838709680	99.375	94.11764705882350
820	100.00000000000000	74.19354838709680	99.375	94.11764705882350
824	100.00000000000000	74.19354838709680	99.375	94.11764705882350
828	100.00000000000000	74.19354838709680	99.375	94.11764705882350
832	100.00000000000000	74.19354838709680	99.375	94.11764705882350
836	100.00000000000000	74.19354838709680	99.375	94.11764705882350
840	100.00000000000000	74.19354838709680	99.375	94.11764705882350
844	100.00000000000000	74.19354838709680	99.375	94.11764705882350
848	100.00000000000000	74.19354838709680	99.375	94.11764705882350
852	100.00000000000000	74.19354838709680	99.375	94.11764705882350
856	100.00000000000000	74.19354838709680	99.375	94.11764705882350
860	100.00000000000000	74.19354838709680	99.375	94.11764705882350
864	100.00000000000000	74.19354838709680	99.375	94.11764705882350
868	100.00000000000000	74.19354838709680	99.375	94.11764705882350
872	100.00000000000000	74.19354838709680	99.375	94.11764705882350
876	100.00000000000000	74.19354838709680	99.375	94.11764705882350
880	100.00000000000000	74.19354838709680	99.375	94.11764705882350
884	100.00000000000000	74.19354838709680	99.375	94.11764705882350
888	100.00000000000000	74.19354838709680	99.375	94.11764705882350
892	100.00000000000000	74.19354838709680	99.375	94.11764705882350
896	100.00000000000000	74.19354838709680	99.375	94.11764705882350
900	100.00000000000000	74.19354838709680	99.375	94.11764705882350
904	100.00000000000000	74.19354838709680	99.375	94.11764705882350
908	100.00000000000000	74.19354838709680	99.375	94.11764705882350
912	100.00000000000000	74.19354838709680	99.375	94.11764705882350
916	100.00000000000000	74.19354838709680	99.375	94.11764705882350
920	100.00000000000000	74.19354838709680	99.375	94.11764705882350
924	100.00000000000000	74.19354838709680	99.375	94.11764705882350
928	100.00000000000000	74.19354838709680	99.375	94.11764705882350
932	100.00000000000000	74.19354838709680	99.375	94.11764705882350
936	100.00000000000000	74.19354838709680	99.375	94.11764705882350
940	100.00000000000000	74.19354838709680	99.375	94.11764705882350
944	100.00000000000000	74.19354838709680	99.375	94.11764705882350
948	100.00000000000000	74.19354838709680	99.375	94.11764705882350
952	100.00000000000000	74.19354838709680	99.375	94.11764705882350
956	100.00000000000000	74.19354838709680	99.375	94.11764705882350
960	100.00000000000000	74.19354838709680	99.375	94.11764705882350
964	100.00000000000000	74.19354838709680	99.375	94.11764705882350
968	100.00000000000000	74.19354838709680	99.375	94.11764705882350
972	100.00000000000000	74.19354838709680	99.375	94.11764705882350
976	100.00000000000000	74.19354838709680	99.375	94.11764705882350
980	100.00000000000000	74.19354838709680	99.375	94.11764705882350
984	100.00000000000000	74.19354838709680	99.375	94.11764705882350
988	100.00000000000000	74.19354838709680	99.375	94.11764705882350
992	100.00000000000000	74.19354838709680	99.375	94.11764705882350
996	100.00000000000000	74.19354838709680	99.375	94.11764705882350
1000	100.00000000000000	100.00000000000000	100.000	100.00000000000000
